,acquisition_date,acquisition
10105,1997-09-01,18
10106,1997-09-02,37
10107,1997-09-03,32
10108,1997-09-04,35
10109,1997-09-05,26
10110,1997-09-06,31
10111,1997-09-07,41
10112,1997-09-08,32
10113,1997-09-09,30
10114,1997-09-10,33
10115,1997-09-11,25
10116,1997-09-12,29
10117,1997-09-13,28
10118,1997-09-14,38
10119,1997-09-15,33
10120,1997-09-16,39
10121,1997-09-17,30
10122,1997-09-18,27
10123,1997-09-19,28
10124,1997-09-20,25
10125,1997-09-21,32
10126,1997-09-22,29
10127,1997-09-23,34
10128,1997-09-24,26
10129,1997-09-25,37
10130,1997-09-26,51
10131,1997-09-27,28
10132,1997-09-28,38
10133,1997-09-29,33
10134,1997-09-30,41
10135,1997-10-01,32
10136,1997-10-02,32
10137,1997-10-03,28
10138,1997-10-04,29
10139,1997-10-05,37
10140,1997-10-06,24
10141,1997-10-07,22
10142,1997-10-08,41
10143,1997-10-09,54
10144,1997-10-10,31
10145,1997-10-11,37
10146,1997-10-12,40
10147,1997-10-13,34
10148,1997-10-14,30
10149,1997-10-15,31
10150,1997-10-16,35
10151,1997-10-17,32
10152,1997-10-18,37
10153,1997-10-19,29
10154,1997-10-20,35
10155,1997-10-21,36
10156,1997-10-22,28
10157,1997-10-23,32
10158,1997-10-24,38
10159,1997-10-25,38
10160,1997-10-26,34
10161,1997-10-27,30
10162,1997-10-28,36
10163,1997-10-29,32
10164,1997-10-30,39
10165,1997-10-31,30
10166,1997-11-01,30
10167,1997-11-02,29
10168,1997-11-03,35
10169,1997-11-04,32
10170,1997-11-05,31
10171,1997-11-06,20
10172,1997-11-07,37
10173,1997-11-08,40
10174,1997-11-09,28
10175,1997-11-10,26
10176,1997-11-11,33
10177,1997-11-12,39
10178,1997-11-13,28
10179,1997-11-14,30
10180,1997-11-15,27
10181,1997-11-16,35
10182,1997-11-17,39
10183,1997-11-18,28
10184,1997-11-19,35
10185,1997-11-20,26
10186,1997-11-21,36
10187,1997-11-22,42
10188,1997-11-23,40
10189,1997-11-24,21
10190,1997-11-25,25
10191,1997-11-26,29
10192,1997-11-27,20
10193,1997-11-28,36
10194,1997-11-29,28
10195,1997-11-30,33
10196,1997-12-01,25
10197,1997-12-02,43
10198,1997-12-03,20
10199,1997-12-04,31
10200,1997-12-05,36
10201,1997-12-06,25
10202,1997-12-07,26
10203,1997-12-08,48
10204,1997-12-09,40
10205,1997-12-10,27
10206,1997-12-11,39
10207,1997-12-12,50
10208,1997-12-13,31
10209,1997-12-14,32
10210,1997-12-15,49
10211,1997-12-16,34
10212,1997-12-17,38
10213,1997-12-18,34
10214,1997-12-19,22
10215,1997-12-20,33
10216,1997-12-21,24
10217,1997-12-22,37
10218,1997-12-23,33
10219,1997-12-24,35
10220,1997-12-25,38
10221,1997-12-26,37
10222,1997-12-27,26
10223,1997-12-28,35
10224,1997-12-29,33
10225,1997-12-30,30
10226,1997-12-31,35
10227,1998-01-01,25
10228,1998-01-02,39
10229,1998-01-03,41
10230,1998-01-04,35
10231,1998-01-05,30
10232,1998-01-06,28
10233,1998-01-07,29
10234,1998-01-08,32
10235,1998-01-09,31
10236,1998-01-10,36
10237,1998-01-11,34
10238,1998-01-12,39
10239,1998-01-13,25
10240,1998-01-14,24
10241,1998-01-15,40
10242,1998-01-16,29
10243,1998-01-17,32
10244,1998-01-18,35
10245,1998-01-19,31
10246,1998-01-20,32
10247,1998-01-21,40
10248,1998-01-22,31
10249,1998-01-23,24
10250,1998-01-24,42
10251,1998-01-25,31
10252,1998-01-26,41
10253,1998-01-27,33
10254,1998-01-28,37
10255,1998-01-29,44
10256,1998-01-30,21
10257,1998-01-31,29
10258,1998-02-01,21
10259,1998-02-02,31
10260,1998-02-03,41
10261,1998-02-04,30
10262,1998-02-05,33
10263,1998-02-06,29
10264,1998-02-07,45
10265,1998-02-08,36
10266,1998-02-09,31
10267,1998-02-10,29
10268,1998-02-11,37
10269,1998-02-12,36
10270,1998-02-13,36
10271,1998-02-14,40
10272,1998-02-15,41
10273,1998-02-16,33
10274,1998-02-17,38
10275,1998-02-18,33
10276,1998-02-19,31
10277,1998-02-20,35
10278,1998-02-21,28
10279,1998-02-22,27
10280,1998-02-23,34
10281,1998-02-24,25
10282,1998-02-25,37
10283,1998-02-26,35
10284,1998-02-27,34
10285,1998-02-28,29
10286,1998-03-01,26
10287,1998-03-02,26
10288,1998-03-03,36
10289,1998-03-04,37
10290,1998-03-05,43
10291,1998-03-06,33
10292,1998-03-07,30
10293,1998-03-08,32
10294,1998-03-09,44
10295,1998-03-10,31
10296,1998-03-11,34
10297,1998-03-12,41
10298,1998-03-13,26
10299,1998-03-14,33
10300,1998-03-15,27
10301,1998-03-16,30
10302,1998-03-17,34
10303,1998-03-18,41
10304,1998-03-19,26
10305,1998-03-20,37
10306,1998-03-21,37
10307,1998-03-22,40
10308,1998-03-23,33
10309,1998-03-24,28
10310,1998-03-25,44
10311,1998-03-26,30
10312,1998-03-27,36
10313,1998-03-28,37
10314,1998-03-29,33
10315,1998-03-30,22
10316,1998-03-31,35
10317,1998-04-01,32
10318,1998-04-02,33
10319,1998-04-03,34
10320,1998-04-04,41
10321,1998-04-05,36
10322,1998-04-06,29
10323,1998-04-07,39
10324,1998-04-08,37
10325,1998-04-09,36
10326,1998-04-10,37
10327,1998-04-11,32
10328,1998-04-12,37
10329,1998-04-13,40
10330,1998-04-14,34
10331,1998-04-15,37
10332,1998-04-16,32
10333,1998-04-17,23
10334,1998-04-18,38
10335,1998-04-19,27
10336,1998-04-20,32
10337,1998-04-21,37
10338,1998-04-22,21
10339,1998-04-23,21
10340,1998-04-24,28
10341,1998-04-25,25
10342,1998-04-26,32
10343,1998-04-27,36
10344,1998-04-28,34
10345,1998-04-29,31
10346,1998-04-30,21
10347,1998-05-01,28
10348,1998-05-02,33
10349,1998-05-03,46
10350,1998-05-04,31
10351,1998-05-05,35
10352,1998-05-06,38
10353,1998-05-07,29
10354,1998-05-08,19
10355,1998-05-09,34
10356,1998-05-10,33
10357,1998-05-11,34
10358,1998-05-12,40
10359,1998-05-13,31
10360,1998-05-14,44
10361,1998-05-15,32
10362,1998-05-16,42
10363,1998-05-17,34
10364,1998-05-18,27
10365,1998-05-19,36
10366,1998-05-20,34
10367,1998-05-21,34
10368,1998-05-22,41
10369,1998-05-23,21
10370,1998-05-24,33
10371,1998-05-25,25
10372,1998-05-26,27
10373,1998-05-27,37
10374,1998-05-28,39
10375,1998-05-29,27
10376,1998-05-30,34
10377,1998-05-31,29
10378,1998-06-01,45
10379,1998-06-02,35
10380,1998-06-03,35
10381,1998-06-04,35
10382,1998-06-05,35
10383,1998-06-06,45
10384,1998-06-07,44
10385,1998-06-08,39
10386,1998-06-09,27
10387,1998-06-10,36
10388,1998-06-11,38
10389,1998-06-12,29
10390,1998-06-13,28
10391,1998-06-14,33
10392,1998-06-15,34
10393,1998-06-16,35
10394,1998-06-17,32
10395,1998-06-18,37
10396,1998-06-19,31
10397,1998-06-20,36
10398,1998-06-21,35
10399,1998-06-22,32
10400,1998-06-23,37
10401,1998-06-24,40
10402,1998-06-25,35
10403,1998-06-26,32
10404,1998-06-27,44
10405,1998-06-28,32
10406,1998-06-29,27
10407,1998-06-30,30
10408,1998-07-01,28
10409,1998-07-02,41
10410,1998-07-03,40
10411,1998-07-04,33
10412,1998-07-05,38
10413,1998-07-06,23
10414,1998-07-07,37
10415,1998-07-08,34
10416,1998-07-09,40
10417,1998-07-10,39
10418,1998-07-11,38
10419,1998-07-12,40
10420,1998-07-13,37
10421,1998-07-14,39
10422,1998-07-15,34
10423,1998-07-16,35
10424,1998-07-17,33
10425,1998-07-18,39
10426,1998-07-19,33
10427,1998-07-20,28
10428,1998-07-21,35
10429,1998-07-22,28
10430,1998-07-23,32
10431,1998-07-24,31
10432,1998-07-25,28
10433,1998-07-26,29
10434,1998-07-27,31
10435,1998-07-28,31
10436,1998-07-29,44
10437,1998-07-30,24
10438,1998-07-31,28
10439,1998-08-01,27
10440,1998-08-02,36
10441,1998-08-03,42
10442,1998-08-04,37
10443,1998-08-05,35
10444,1998-08-06,30
10445,1998-08-07,18
10446,1998-08-08,33
10447,1998-08-09,33
10448,1998-08-10,25
10449,1998-08-11,27
10450,1998-08-12,29
10451,1998-08-13,33
10452,1998-08-14,33
10453,1998-08-15,41
10454,1998-08-16,32
10455,1998-08-17,29
10456,1998-08-18,34
10457,1998-08-19,23
10458,1998-08-20,31
10459,1998-08-21,29
10460,1998-08-22,22
10461,1998-08-23,29
10462,1998-08-24,34
10463,1998-08-25,29
10464,1998-08-26,34
10465,1998-08-27,28
10466,1998-08-28,28
10467,1998-08-29,49
10468,1998-08-30,34
10469,1998-08-31,32
10470,1998-09-01,29
10471,1998-09-02,41
10472,1998-09-03,42
10473,1998-09-04,21
10474,1998-09-05,26
10475,1998-09-06,27
10476,1998-09-07,19
10477,1998-09-08,41
10478,1998-09-09,26
10479,1998-09-10,35
10480,1998-09-11,39
10481,1998-09-12,29
10482,1998-09-13,30
10483,1998-09-14,36
10484,1998-09-15,40
10485,1998-09-16,43
10486,1998-09-17,32
10487,1998-09-18,28
10488,1998-09-19,30
10489,1998-09-20,39
10490,1998-09-21,37
10491,1998-09-22,27
10492,1998-09-23,33
10493,1998-09-24,33
10494,1998-09-25,41
10495,1998-09-26,37
10496,1998-09-27,34
10497,1998-09-28,29
10498,1998-09-29,32
10499,1998-09-30,36
10500,1998-10-01,33
10501,1998-10-02,38
10502,1998-10-03,31
10503,1998-10-04,39
10504,1998-10-05,33
10505,1998-10-06,29
10506,1998-10-07,33
10507,1998-10-08,38
10508,1998-10-09,38
10509,1998-10-10,32
10510,1998-10-11,32
10511,1998-10-12,33
10512,1998-10-13,43
10513,1998-10-14,39
10514,1998-10-15,35
10515,1998-10-16,47
10516,1998-10-17,36
10517,1998-10-18,32
10518,1998-10-19,37
10519,1998-10-20,34
10520,1998-10-21,31
10521,1998-10-22,24
10522,1998-10-23,27
10523,1998-10-24,36
10524,1998-10-25,35
10525,1998-10-26,28
10526,1998-10-27,36
10527,1998-10-28,42
10528,1998-10-29,29
10529,1998-10-30,31
10530,1998-10-31,32
10531,1998-11-01,36
10532,1998-11-02,35
10533,1998-11-03,24
10534,1998-11-04,35
10535,1998-11-05,33
10536,1998-11-06,40
10537,1998-11-07,35
10538,1998-11-08,26
10539,1998-11-09,27
10540,1998-11-10,28
10541,1998-11-11,34
10542,1998-11-12,25
10543,1998-11-13,17
10544,1998-11-14,27
10545,1998-11-15,25
10546,1998-11-16,34
10547,1998-11-17,39
10548,1998-11-18,29
10549,1998-11-19,44
10550,1998-11-20,37
10551,1998-11-21,32
10552,1998-11-22,41
10553,1998-11-23,31
10554,1998-11-24,18
10555,1998-11-25,31
10556,1998-11-26,30
10557,1998-11-27,31
10558,1998-11-28,33
10559,1998-11-29,32
10560,1998-11-30,32
10561,1998-12-01,34
10562,1998-12-02,31
10563,1998-12-03,24
10564,1998-12-04,30
10565,1998-12-05,28
10566,1998-12-06,30
10567,1998-12-07,38
10568,1998-12-08,20
10569,1998-12-09,35
10570,1998-12-10,20
10571,1998-12-11,28
10572,1998-12-12,31
10573,1998-12-13,30
10574,1998-12-14,36
10575,1998-12-15,30
10576,1998-12-16,30
10577,1998-12-17,22
10578,1998-12-18,25
10579,1998-12-19,33
10580,1998-12-20,29
10581,1998-12-21,32
10582,1998-12-22,23
10583,1998-12-23,34
10584,1998-12-24,34
10585,1998-12-25,36
10586,1998-12-26,27
10587,1998-12-27,42
10588,1998-12-28,47
10589,1998-12-29,33
10590,1998-12-30,29
10591,1998-12-31,31
10592,1999-01-01,41
10593,1999-01-02,30
10594,1999-01-03,28
10595,1999-01-04,35
10596,1999-01-05,31
10597,1999-01-06,32
10598,1999-01-07,39
10599,1999-01-08,29
10600,1999-01-09,25
10601,1999-01-10,31
10602,1999-01-11,32
10603,1999-01-12,29
10604,1999-01-13,35
10605,1999-01-14,36
10606,1999-01-15,26
10607,1999-01-16,34
10608,1999-01-17,24
10609,1999-01-18,28
10610,1999-01-19,42
10611,1999-01-20,16
10612,1999-01-21,28
10613,1999-01-22,29
10614,1999-01-23,33
10615,1999-01-24,21
10616,1999-01-25,36
10617,1999-01-26,38
10618,1999-01-27,28
10619,1999-01-28,28
10620,1999-01-29,35
10621,1999-01-30,30
10622,1999-01-31,37
10623,1999-02-01,27
10624,1999-02-02,28
10625,1999-02-03,35
10626,1999-02-04,40
10627,1999-02-05,39
10628,1999-02-06,30
10629,1999-02-07,47
10630,1999-02-08,40
10631,1999-02-09,27
10632,1999-02-10,42
10633,1999-02-11,38
10634,1999-02-12,27
10635,1999-02-13,33
10636,1999-02-14,30
10637,1999-02-15,28
10638,1999-02-16,33
10639,1999-02-17,36
10640,1999-02-18,38
10641,1999-02-19,33
10642,1999-02-20,34
10643,1999-02-21,28
10644,1999-02-22,27
10645,1999-02-23,31
10646,1999-02-24,34
10647,1999-02-25,35
10648,1999-02-26,35
10649,1999-02-27,32
10650,1999-02-28,26
10651,1999-03-01,43
10652,1999-03-02,32
10653,1999-03-03,27
10654,1999-03-04,34
10655,1999-03-05,40
10656,1999-03-06,34
10657,1999-03-07,33
10658,1999-03-08,26
10659,1999-03-09,32
10660,1999-03-10,30
10661,1999-03-11,37
10662,1999-03-12,34
10663,1999-03-13,35
10664,1999-03-14,34
10665,1999-03-15,28
10666,1999-03-16,32
10667,1999-03-17,29
10668,1999-03-18,39
10669,1999-03-19,39
10670,1999-03-20,34
10671,1999-03-21,23
10672,1999-03-22,42
10673,1999-03-23,42
10674,1999-03-24,33
10675,1999-03-25,31
10676,1999-03-26,37
10677,1999-03-27,31
10678,1999-03-28,23
10679,1999-03-29,41
10680,1999-03-30,38
10681,1999-03-31,42
10682,1999-04-01,33
10683,1999-04-02,34
10684,1999-04-03,34
10685,1999-04-04,41
10686,1999-04-05,35
10687,1999-04-06,38
10688,1999-04-07,36
10689,1999-04-08,28
10690,1999-04-09,26
10691,1999-04-10,44
10692,1999-04-11,31
10693,1999-04-12,30
10694,1999-04-13,30
10695,1999-04-14,30
10696,1999-04-15,27
10697,1999-04-16,40
10698,1999-04-17,43
10699,1999-04-18,29
10700,1999-04-19,33
10701,1999-04-20,30
10702,1999-04-21,35
10703,1999-04-22,28
10704,1999-04-23,42
10705,1999-04-24,29
10706,1999-04-25,27
10707,1999-04-26,34
10708,1999-04-27,39
10709,1999-04-28,34
10710,1999-04-29,40
10711,1999-04-30,28
10712,1999-05-01,41
10713,1999-05-02,34
10714,1999-05-03,33
10715,1999-05-04,41
10716,1999-05-05,37
10717,1999-05-06,32
10718,1999-05-07,37
10719,1999-05-08,36
10720,1999-05-09,36
10721,1999-05-10,36
10722,1999-05-11,49
10723,1999-05-12,26
10724,1999-05-13,40
10725,1999-05-14,38
10726,1999-05-15,20
10727,1999-05-16,27
10728,1999-05-17,35
10729,1999-05-18,37
10730,1999-05-19,28
10731,1999-05-20,34
10732,1999-05-21,34
10733,1999-05-22,21
10734,1999-05-23,48
10735,1999-05-24,27
10736,1999-05-25,26
10737,1999-05-26,29
10738,1999-05-27,33
10739,1999-05-28,28
10740,1999-05-29,28
10741,1999-05-30,24
10742,1999-05-31,28
10743,1999-06-01,30
10744,1999-06-02,35
10745,1999-06-03,31
10746,1999-06-04,40
10747,1999-06-05,26
10748,1999-06-06,29
10749,1999-06-07,29
10750,1999-06-08,30
10751,1999-06-09,34
10752,1999-06-10,38
10753,1999-06-11,27
10754,1999-06-12,30
10755,1999-06-13,40
10756,1999-06-14,34
10757,1999-06-15,32
10758,1999-06-16,32
10759,1999-06-17,41
10760,1999-06-18,38
10761,1999-06-19,29
10762,1999-06-20,37
10763,1999-06-21,34
10764,1999-06-22,31
10765,1999-06-23,35
10766,1999-06-24,28
10767,1999-06-25,40
10768,1999-06-26,32
10769,1999-06-27,24
10770,1999-06-28,24
10771,1999-06-29,33
10772,1999-06-30,32
10773,1999-07-01,29
10774,1999-07-02,32
10775,1999-07-03,22
10776,1999-07-04,31
10777,1999-07-05,36
10778,1999-07-06,33
10779,1999-07-07,28
10780,1999-07-08,51
10781,1999-07-09,42
10782,1999-07-10,31
10783,1999-07-11,35
10784,1999-07-12,31
10785,1999-07-13,26
10786,1999-07-14,36
10787,1999-07-15,40
10788,1999-07-16,29
10789,1999-07-17,37
10790,1999-07-18,36
10791,1999-07-19,32
10792,1999-07-20,34
10793,1999-07-21,48
10794,1999-07-22,35
10795,1999-07-23,29
10796,1999-07-24,35
10797,1999-07-25,37
10798,1999-07-26,27
10799,1999-07-27,36
10800,1999-07-28,22
10801,1999-07-29,29
10802,1999-07-30,38
10803,1999-07-31,27
10804,1999-08-01,27
10805,1999-08-02,21
10806,1999-08-03,33
10807,1999-08-04,33
10808,1999-08-05,32
10809,1999-08-06,26
10810,1999-08-07,28
10811,1999-08-08,36
10812,1999-08-09,31
10813,1999-08-10,31
10814,1999-08-11,33
10815,1999-08-12,30
10816,1999-08-13,23
10817,1999-08-14,42
10818,1999-08-15,32
10819,1999-08-16,27
10820,1999-08-17,30
10821,1999-08-18,26
10822,1999-08-19,26
10823,1999-08-20,25
10824,1999-08-21,26
10825,1999-08-22,36
10826,1999-08-23,32
10827,1999-08-24,25
10828,1999-08-25,43
10829,1999-08-26,25
10830,1999-08-27,38
10831,1999-08-28,35
10832,1999-08-29,27
10833,1999-08-30,35
10834,1999-08-31,33
10835,1999-09-01,35
10836,1999-09-02,42
10837,1999-09-03,36
10838,1999-09-04,33
10839,1999-09-05,37
10840,1999-09-06,34
10841,1999-09-07,22
10842,1999-09-08,32
10843,1999-09-09,30
10844,1999-09-10,35
10845,1999-09-11,39
10846,1999-09-12,32
10847,1999-09-13,30
10848,1999-09-14,40
10849,1999-09-15,35
10850,1999-09-16,30
10851,1999-09-17,40
10852,1999-09-18,41
10853,1999-09-19,36
10854,1999-09-20,26
10855,1999-09-21,34
10856,1999-09-22,28
10857,1999-09-23,26
10858,1999-09-24,49
10859,1999-09-25,20
10860,1999-09-26,37
10861,1999-09-27,31
10862,1999-09-28,30
10863,1999-09-29,32
10864,1999-09-30,31
10865,1999-10-01,27
10866,1999-10-02,34
10867,1999-10-03,36
10868,1999-10-04,28
10869,1999-10-05,42
10870,1999-10-06,26
10871,1999-10-07,36
10872,1999-10-08,40
10873,1999-10-09,34
10874,1999-10-10,23
10875,1999-10-11,24
10876,1999-10-12,26
10877,1999-10-13,36
10878,1999-10-14,30
10879,1999-10-15,44
10880,1999-10-16,38
10881,1999-10-17,42
10882,1999-10-18,29
10883,1999-10-19,33
10884,1999-10-20,34
10885,1999-10-21,33
10886,1999-10-22,34
10887,1999-10-23,30
10888,1999-10-24,35
10889,1999-10-25,33
10890,1999-10-26,37
10891,1999-10-27,31
10892,1999-10-28,35
10893,1999-10-29,37
10894,1999-10-30,35
10895,1999-10-31,35
10896,1999-11-01,26
10897,1999-11-02,37
10898,1999-11-03,30
10899,1999-11-04,31
10900,1999-11-05,27
10901,1999-11-06,37
10902,1999-11-07,37
10903,1999-11-08,32
10904,1999-11-09,45
10905,1999-11-10,21
10906,1999-11-11,31
10907,1999-11-12,35
10908,1999-11-13,37
10909,1999-11-14,35
10910,1999-11-15,31
10911,1999-11-16,28
10912,1999-11-17,30
10913,1999-11-18,30
10914,1999-11-19,34
10915,1999-11-20,31
10916,1999-11-21,30
10917,1999-11-22,41
10918,1999-11-23,40
10919,1999-11-24,26
10920,1999-11-25,43
10921,1999-11-26,34
10922,1999-11-27,37
10923,1999-11-28,38
10924,1999-11-29,32
10925,1999-11-30,25
10926,1999-12-01,27
10927,1999-12-02,35
10928,1999-12-03,31
10929,1999-12-04,27
10930,1999-12-05,27
10931,1999-12-06,36
10932,1999-12-07,40
10933,1999-12-08,36
10934,1999-12-09,35
10935,1999-12-10,29
10936,1999-12-11,26
10937,1999-12-12,29
10938,1999-12-13,28
10939,1999-12-14,34
10940,1999-12-15,33
10941,1999-12-16,35
10942,1999-12-17,33
10943,1999-12-18,32
10944,1999-12-19,31
10945,1999-12-20,38
10946,1999-12-21,39
10947,1999-12-22,36
10948,1999-12-23,32
10949,1999-12-24,38
10950,1999-12-25,31
10951,1999-12-26,36
10952,1999-12-27,28
10953,1999-12-28,24
10954,1999-12-29,26
10955,1999-12-30,32
10956,1999-12-31,44
10957,2000-01-01,33
10958,2000-01-02,37
10959,2000-01-03,30
10960,2000-01-04,39
10961,2000-01-05,35
10962,2000-01-06,27
10963,2000-01-07,30
10964,2000-01-08,24
10965,2000-01-09,29
10966,2000-01-10,35
10967,2000-01-11,29
10968,2000-01-12,34
10969,2000-01-13,32
10970,2000-01-14,38
10971,2000-01-15,28
10972,2000-01-16,35
10973,2000-01-17,23
10974,2000-01-18,41
10975,2000-01-19,25
10976,2000-01-20,31
10977,2000-01-21,29
10978,2000-01-22,23
10979,2000-01-23,36
10980,2000-01-24,30
10981,2000-01-25,36
10982,2000-01-26,29
10983,2000-01-27,30
10984,2000-01-28,33
10985,2000-01-29,29
10986,2000-01-30,29
10987,2000-01-31,30
10988,2000-02-01,35
10989,2000-02-02,27
10990,2000-02-03,20
10991,2000-02-04,31
10992,2000-02-05,36
10993,2000-02-06,33
10994,2000-02-07,32
10995,2000-02-08,38
10996,2000-02-09,51
10997,2000-02-10,23
10998,2000-02-11,31
10999,2000-02-12,33
11000,2000-02-13,36
11001,2000-02-14,27
11002,2000-02-15,30
11003,2000-02-16,30
11004,2000-02-17,32
11005,2000-02-18,33
11006,2000-02-19,28
11007,2000-02-20,34
11008,2000-02-21,35
11009,2000-02-22,44
11010,2000-02-23,36
11011,2000-02-24,30
11012,2000-02-25,32
11013,2000-02-26,41
11014,2000-02-27,31
11015,2000-02-28,34
11016,2000-02-29,24
11017,2000-03-01,36
11018,2000-03-02,29
11019,2000-03-03,38
11020,2000-03-04,37
11021,2000-03-05,34
11022,2000-03-06,33
11023,2000-03-07,42
11024,2000-03-08,33
11025,2000-03-09,46
11026,2000-03-10,49
11027,2000-03-11,34
11028,2000-03-12,40
11029,2000-03-13,27
11030,2000-03-14,32
11031,2000-03-15,27
11032,2000-03-16,36
11033,2000-03-17,41
11034,2000-03-18,30
11035,2000-03-19,42
11036,2000-03-20,33
11037,2000-03-21,23
11038,2000-03-22,36
11039,2000-03-23,34
11040,2000-03-24,32
11041,2000-03-25,43
11042,2000-03-26,45
11043,2000-03-27,30
11044,2000-03-28,31
11045,2000-03-29,42
11046,2000-03-30,35
11047,2000-03-31,34
11048,2000-04-01,33
11049,2000-04-02,37
11050,2000-04-03,41
11051,2000-04-04,29
11052,2000-04-05,38
11053,2000-04-06,34
11054,2000-04-07,26
11055,2000-04-08,37
11056,2000-04-09,24
11057,2000-04-10,35
11058,2000-04-11,32
11059,2000-04-12,34
11060,2000-04-13,36
11061,2000-04-14,39
11062,2000-04-15,33
11063,2000-04-16,28
11064,2000-04-17,30
11065,2000-04-18,29
11066,2000-04-19,25
11067,2000-04-20,24
11068,2000-04-21,29
11069,2000-04-22,30
11070,2000-04-23,32
11071,2000-04-24,25
11072,2000-04-25,35
11073,2000-04-26,43
11074,2000-04-27,26
11075,2000-04-28,37
11076,2000-04-29,37
11077,2000-04-30,34
11078,2000-05-01,40
11079,2000-05-02,31
11080,2000-05-03,27
11081,2000-05-04,39
11082,2000-05-05,31
11083,2000-05-06,40
11084,2000-05-07,42
11085,2000-05-08,33
11086,2000-05-09,31
11087,2000-05-10,19
11088,2000-05-11,42
11089,2000-05-12,27
11090,2000-05-13,31
11091,2000-05-14,33
11092,2000-05-15,30
11093,2000-05-16,34
11094,2000-05-17,43
11095,2000-05-18,38
11096,2000-05-19,35
11097,2000-05-20,39
11098,2000-05-21,34
11099,2000-05-22,24
11100,2000-05-23,35
11101,2000-05-24,41
11102,2000-05-25,36
11103,2000-05-26,31
11104,2000-05-27,31
11105,2000-05-28,35
11106,2000-05-29,39
11107,2000-05-30,24
11108,2000-05-31,31
11109,2000-06-01,35
11110,2000-06-02,32
11111,2000-06-03,31
11112,2000-06-04,39
11113,2000-06-05,36
11114,2000-06-06,27
11115,2000-06-07,33
11116,2000-06-08,37
11117,2000-06-09,41
11118,2000-06-10,32
11119,2000-06-11,38
11120,2000-06-12,51
11121,2000-06-13,37
11122,2000-06-14,27
11123,2000-06-15,27
11124,2000-06-16,35
11125,2000-06-17,43
11126,2000-06-18,42
11127,2000-06-19,31
11128,2000-06-20,27
11129,2000-06-21,31
11130,2000-06-22,31
11131,2000-06-23,30
11132,2000-06-24,31
11133,2000-06-25,26
11134,2000-06-26,30
11135,2000-06-27,35
11136,2000-06-28,33
11137,2000-06-29,34
11138,2000-06-30,37
11139,2000-07-01,31
11140,2000-07-02,26
11141,2000-07-03,36
11142,2000-07-04,35
11143,2000-07-05,27
11144,2000-07-06,26
11145,2000-07-07,38
11146,2000-07-08,29
11147,2000-07-09,27
11148,2000-07-10,33
11149,2000-07-11,37
11150,2000-07-12,28
11151,2000-07-13,29
11152,2000-07-14,32
11153,2000-07-15,25
11154,2000-07-16,21
11155,2000-07-17,35
11156,2000-07-18,43
11157,2000-07-19,37
11158,2000-07-20,41
11159,2000-07-21,32
11160,2000-07-22,38
11161,2000-07-23,28
11162,2000-07-24,38
11163,2000-07-25,51
11164,2000-07-26,41
11165,2000-07-27,31
11166,2000-07-28,27
11167,2000-07-29,30
11168,2000-07-30,31
11169,2000-07-31,29
11170,2000-08-01,34
11171,2000-08-02,43
11172,2000-08-03,33
11173,2000-08-04,35
11174,2000-08-05,30
11175,2000-08-06,32
11176,2000-08-07,27
11177,2000-08-08,34
11178,2000-08-09,25
11179,2000-08-10,26
11180,2000-08-11,37
11181,2000-08-12,33
11182,2000-08-13,34
11183,2000-08-14,41
11184,2000-08-15,24
11185,2000-08-16,39
11186,2000-08-17,30
11187,2000-08-18,36
11188,2000-08-19,33
11189,2000-08-20,36
11190,2000-08-21,38
11191,2000-08-22,36
11192,2000-08-23,31
11193,2000-08-24,30
11194,2000-08-25,32
11195,2000-08-26,40
11196,2000-08-27,26
11197,2000-08-28,40
11198,2000-08-29,33
11199,2000-08-30,43
11200,2000-08-31,25
11201,2000-09-01,37
11202,2000-09-02,35
11203,2000-09-03,40
11204,2000-09-04,36
11205,2000-09-05,27
11206,2000-09-06,28
11207,2000-09-07,31
11208,2000-09-08,42
11209,2000-09-09,39
11210,2000-09-10,20
11211,2000-09-11,46
11212,2000-09-12,46
11213,2000-09-13,39
11214,2000-09-14,23
11215,2000-09-15,45
11216,2000-09-16,33
11217,2000-09-17,34
11218,2000-09-18,30
11219,2000-09-19,28
11220,2000-09-20,27
11221,2000-09-21,50
11222,2000-09-22,28
11223,2000-09-23,36
11224,2000-09-24,38
11225,2000-09-25,25
11226,2000-09-26,42
11227,2000-09-27,35
11228,2000-09-28,36
11229,2000-09-29,29
11230,2000-09-30,38
11231,2000-10-01,36
11232,2000-10-02,38
11233,2000-10-03,38
11234,2000-10-04,23
11235,2000-10-05,27
11236,2000-10-06,25
11237,2000-10-07,33
11238,2000-10-08,37
11239,2000-10-09,34
11240,2000-10-10,38
11241,2000-10-11,40
11242,2000-10-12,36
11243,2000-10-13,30
11244,2000-10-14,31
11245,2000-10-15,29
11246,2000-10-16,32
11247,2000-10-17,33
11248,2000-10-18,41
11249,2000-10-19,43
11250,2000-10-20,31
11251,2000-10-21,30
11252,2000-10-22,27
11253,2000-10-23,18
11254,2000-10-24,26
11255,2000-10-25,39
11256,2000-10-26,32
11257,2000-10-27,29
11258,2000-10-28,40
11259,2000-10-29,23
11260,2000-10-30,34
11261,2000-10-31,37
11262,2000-11-01,34
11263,2000-11-02,36
11264,2000-11-03,28
11265,2000-11-04,33
11266,2000-11-05,27
11267,2000-11-06,35
11268,2000-11-07,29
11269,2000-11-08,32
